subject_id,swiss cheese score, parent CTX image, center latitude, center longitude
483955,0.965,"P13_005941_0947_XI_85S065W",-85.74,297.83
1043490,0.965,"D14_032682_0925_XN_87S066W",-87.57,297.51
1044485,0.964,"D14_032666_0916_XN_88S350W",-88.24,10.67
483865,0.964,"P13_005941_0947_XI_85S065W",-86.71,312.00
484029,0.964,"P13_005941_0947_XI_85S065W",-85.41,295.52
1040782,0.964,"D14_032510_0963_XN_83S054W",-83.92,304.35
487064,0.964,"P13_006229_0951_XN_84S014W",-86.97,7.90
1044286,0.963,"D14_032666_0916_XN_88S350W",-88.60,3.77
483893,0.963,"P13_005941_0947_XI_85S065W",-85.49,294.21
1040436,0.963,"P13_006123_0953_XN_84S001W",-86.13,13.01
1042198,0.963,"P13_006176_0935_XN_86S350W",-85.91,0.44
1040082,0.963,"P13_006123_0953_XN_84S001W",-86.57,14.11
1043050,0.963,"G14_023728_0958_XI_84S057W",-83.91,302.26
1040531,0.963,"P13_006123_0953_XN_84S001W",-85.72,9.08
1040025,0.963,"G14_023833_0926_XN_87S017W",-87.49,340.52
1319746,0.963,"G15_023927_0932_XI_86S057W",-86.76,297.44
484089,0.963,"P13_005941_0947_XI_85S065W",-85.74,300.23
483970,0.963,"P13_005941_0947_XI_85S065W",-85.00,291.07
1042132,0.962,"P13_006176_0935_XN_86S350W",-85.89,357.94
484038,0.962,"P13_005941_0947_XI_85S065W",-84.97,291.70
1040064,0.962,"G14_023833_0926_XN_87S017W",-87.44,349.59
1040085,0.962,"P13_006123_0953_XN_84S001W",-86.44,12.02
1042203,0.962,"P13_006176_0935_XN_86S350W",-87.00,23.15
484097,0.962,"P13_005941_0947_XI_85S065W",-85.37,296.16
487498,0.962,"P13_006229_0951_XN_84S014W",-86.73,12.20
1319742,0.962,"G15_023927_0932_XI_86S057W",-86.89,301.07
1040258,0.962,"P13_006123_0953_XN_84S001W",-86.39,14.20
1491836,0.962,"G14_023835_0906_XN_89S050W",-89.27,306.60
1042250,0.962,"P13_006176_0935_XN_86S350W",-86.51,12.22
1040523,0.962,"P13_006123_0953_XN_84S001W",-86.08,13.70
1042239,0.962,"P13_006176_0935_XN_86S350W",-86.89,21.77
1044539,0.962,"D14_032666_0916_XN_88S350W",-88.20,12.83
1501130,0.962,"D14_032523_0954_XN_84S045W",-84.43,313.05
483828,0.962,"P13_005941_0947_XI_85S065W",-85.38,292.23
1320660,0.962,"P13_006005_0947_XN_85S015W",-86.39,359.29
1040445,0.962,"P13_006123_0953_XN_84S001W",-85.72,7.88
484081,0.962,"P13_005941_0947_XI_85S065W",-86.09,305.03
1044408,0.961,"D14_032666_0916_XN_88S350W",-88.64,16.21
1491848,0.961,"G14_023835_0906_XN_89S050W",-89.17,304.49
1039954,0.961,"G14_023794_0952_XN_84S061W",-85.18,298.76
1039942,0.961,"G14_023794_0952_XN_84S061W",-85.26,298.33
487648,0.961,"P13_006167_0931_XN_86S092W",-86.78,262.78
1040797,0.961,"D14_032510_0963_XN_83S054W",-83.67,303.98
1042973,0.961,"G14_023728_0958_XI_84S057W",-84.43,302.66
1040185,0.961,"P13_006123_0953_XN_84S001W",-85.79,5.25
1040184,0.961,"P13_006123_0953_XN_84S001W",-85.84,5.75
1042129,0.961,"P13_006176_0935_XN_86S350W",-86.04,359.51
1040044,0.961,"G14_023833_0926_XN_87S017W",-87.49,345.68
1491794,0.961,"G14_023835_0906_XN_89S050W",-89.50,279.31
1040799,0.960,"D14_032510_0963_XN_83S054W",-83.56,303.53
483870,0.960,"P13_005941_0947_XI_85S065W",-86.52,307.96
1039977,0.960,"G14_023794_0952_XN_84S061W",-85.06,299.89
1042289,0.960,"P13_006176_0935_XN_86S350W",-86.26,9.26
483835,0.960,"P13_005941_0947_XI_85S065W",-85.02,289.44
1319740,0.960,"G15_023927_0932_XI_86S057W",-86.96,303.00
487651,0.960,"P13_006167_0931_XN_86S092W",-86.67,260.20
483793,0.960,"P13_005941_0947_XI_85S065W",-86.90,314.93
1070699,0.960,"D14_032790_0933_XN_86S110W",-86.89,250.84
484039,0.960,"P13_005941_0947_XI_85S065W",-84.91,291.31
1319766,0.960,"G15_023927_0932_XI_86S057W",-86.72,300.51
1320458,0.960,"P13_006005_0947_XN_85S015W",-86.45,355.72
1040344,0.960,"P13_006123_0953_XN_84S001W",-86.39,15.63
1040170,0.960,"P13_006123_0953_XN_84S001W",-86.48,14.15
1042300,0.960,"P13_006176_0935_XN_86S350W",-85.78,2.53
1319757,0.960,"G15_023927_0932_XI_86S057W",-86.70,298.11
1040030,0.960,"G14_023833_0926_XN_87S017W",-87.64,348.43
1042174,0.960,"P13_006176_0935_XN_86S350W",-86.90,17.62
1320655,0.960,"P13_006005_0947_XN_85S015W",-86.58,3.13
1491804,0.959,"G14_023835_0906_XN_89S050W",-89.47,290.92
484168,0.959,"P13_005941_0947_XI_85S065W",-85.19,295.42
483796,0.959,"P13_005941_0947_XI_85S065W",-86.80,312.21
483886,0.959,"P13_005941_0947_XI_85S065W",-85.82,297.68
1501115,0.959,"D14_032523_0954_XN_84S045W",-84.67,313.66
488728,0.959,"G14_023807_0886_XN_88S313W",-88.67,42.08
484150,0.959,"P13_005941_0947_XI_85S065W",-86.00,305.02
487323,0.959,"P13_006229_0951_XN_84S014W",-86.87,11.85
483816,0.959,"P13_005941_0947_XI_85S065W",-85.96,298.09
1501101,0.959,"D14_032523_0954_XN_84S045W",-84.86,314.00
1491814,0.959,"G14_023835_0906_XN_89S050W",-89.43,300.96
1320453,0.959,"P13_006005_0947_XN_85S015W",-86.66,359.42
1042182,0.959,"P13_006176_0935_XN_86S350W",-86.61,10.80
1320666,0.958,"P13_006005_0947_XN_85S015W",-86.14,355.21
1320658,0.958,"P13_006005_0947_XN_85S015W",-86.47,0.78
1040167,0.958,"P13_006123_0953_XN_84S001W",-86.61,16.35
1491834,0.958,"G14_023835_0906_XN_89S050W",-89.30,315.94
1491831,0.958,"G14_023835_0906_XN_89S050W",-89.30,330.80
1044500,0.958,"D14_032666_0916_XN_88S350W",-88.59,22.92
1042275,0.958,"P13_006176_0935_XN_86S350W",-86.77,20.48
1320750,0.958,"P13_006005_0947_XN_85S015W",-85.36,347.29
1042283,0.958,"P13_006176_0935_XN_86S350W",-86.49,13.67
487098,0.958,"P13_006229_0951_XN_84S014W",-85.42,346.63
1040348,0.958,"P13_006123_0953_XN_84S001W",-86.22,12.94
1040819,0.958,"D14_032510_0963_XN_83S054W",-83.61,305.06
1040014,0.958,"G14_023833_0926_XN_87S017W",-87.54,339.53
1070711,0.958,"D14_032790_0933_XN_86S110W",-86.78,252.20
1042288,0.957,"P13_006176_0935_XN_86S350W",-86.30,9.96
1040062,0.957,"G14_023833_0926_XN_87S017W",-87.18,339.26
487624,0.957,"P13_006167_0931_XN_86S092W",-87.06,268.87
487417,0.957,"P13_006229_0951_XN_84S014W",-86.57,6.46
1043443,0.957,"D14_032682_0925_XN_87S066W",-87.79,294.35
487516,0.957,"P13_006229_0951_XN_84S014W",-86.03,358.72
483818,0.957,"P13_005941_0947_XI_85S065W",-85.87,297.00
483864,0.957,"P13_005941_0947_XI_85S065W",-86.75,312.87
1040345,0.957,"P13_006123_0953_XN_84S001W",-86.35,14.93
487641,0.957,"P13_006167_0931_XN_86S092W",-87.00,269.48
484012,0.957,"P13_005941_0947_XI_85S065W",-86.18,305.03
1491826,0.957,"G14_023835_0906_XN_89S050W",-89.32,299.38
1040055,0.957,"G14_023833_0926_XN_87S017W",-87.43,346.51
484076,0.957,"P13_005941_0947_XI_85S065W",-86.29,308.46
484135,0.957,"P13_005941_0947_XI_85S065W",-86.56,316.19
1501113,0.957,"D14_032523_0954_XN_84S045W",-84.78,314.30
487184,0.957,"P13_006229_0951_XN_84S014W",-85.44,347.73
1042204,0.957,"P13_006176_0935_XN_86S350W",-86.97,22.14
1043491,0.957,"D14_032682_0925_XN_87S066W",-87.52,296.75
1043484,0.957,"D14_032682_0925_XN_87S066W",-87.13,290.27
1320590,0.957,"P13_006005_0947_XN_85S015W",-86.52,0.09
487158,0.957,"P13_006229_0951_XN_84S014W",-86.65,2.73
1319743,0.957,"G15_023927_0932_XI_86S057W",-86.86,300.13
487073,0.957,"P13_006229_0951_XN_84S014W",-86.61,0.47
1320652,0.957,"P13_006005_0947_XN_85S015W",-86.69,5.64
1044436,0.957,"D14_032666_0916_XN_88S350W",-88.28,8.35
1044534,0.957,"D14_032666_0916_XN_88S350W",-88.25,13.83
1319761,0.957,"G15_023927_0932_XI_86S057W",-86.87,305.18
483837,0.957,"P13_005941_0947_XI_85S065W",-84.92,288.72
484011,0.957,"P13_005941_0947_XI_85S065W",-86.22,305.70
487517,0.956,"P13_006229_0951_XN_84S014W",-85.99,358.11
1319790,0.956,"G15_023927_0932_XI_86S057W",-86.54,300.00
1319767,0.956,"G15_023927_0932_XI_86S057W",-86.68,299.63
1042812,0.956,"G14_023728_0958_XI_84S057W",-84.55,301.71
1319782,0.956,"G15_023927_0932_XI_86S057W",-86.79,307.25
1320520,0.956,"P13_006005_0947_XN_85S015W",-86.65,0.94
1042178,0.956,"P13_006176_0935_XN_86S350W",-86.76,14.06
1320390,0.956,"P13_006005_0947_XN_85S015W",-86.50,354.98
1042100,0.956,"P13_006176_0935_XN_86S350W",-87.21,22.30
487617,0.956,"P13_006167_0931_XN_86S092W",-86.78,258.77
1319760,0.956,"G15_023927_0932_XI_86S057W",-86.90,306.17
487256,0.956,"P13_006229_0951_XN_84S014W",-86.12,356.00
1320719,0.956,"P13_006005_0947_XN_85S015W",-86.67,7.14
1040788,0.956,"D14_032510_0963_XN_83S054W",-83.59,303.00
1491830,0.956,"G14_023835_0906_XN_89S050W",-89.29,335.68
1042106,0.956,"P13_006176_0935_XN_86S350W",-87.01,16.20
1319774,0.956,"G15_023927_0932_XI_86S057W",-86.76,303.84
1040537,0.956,"P13_006123_0953_XN_84S001W",-85.44,6.10
1501112,0.956,"D14_032523_0954_XN_84S045W",-84.83,314.63
1320547,0.956,"P13_006005_0947_XN_85S015W",-85.42,344.87
487682,0.956,"P13_006167_0931_XN_86S092W",-86.67,264.07
1043462,0.956,"D14_032682_0925_XN_87S066W",-87.54,293.04
487627,0.956,"P13_006167_0931_XN_86S092W",-86.97,265.85
1491823,0.956,"G14_023835_0906_XN_89S050W",-89.38,314.63
1043479,0.956,"D14_032682_0925_XN_87S066W",-87.40,293.21
1042101,0.956,"P13_006176_0935_XN_86S350W",-87.18,21.22
1042201,0.956,"P13_006176_0935_XN_86S350W",-87.06,25.23
1320531,0.956,"P13_006005_0947_XN_85S015W",-86.19,353.17
1491795,0.955,"G14_023835_0906_XN_89S050W",-89.46,274.94
1042247,0.955,"P13_006176_0935_XN_86S350W",-86.62,14.61
1042206,0.955,"P13_006176_0935_XN_86S350W",-86.91,20.18
1320398,0.955,"P13_006005_0947_XN_85S015W",-86.13,349.92
1043495,0.955,"D14_032682_0925_XN_87S066W",-87.31,293.97
1492687,0.955,"D14_032511_0959_XI_84S078W",-84.32,280.15
1319738,0.955,"G15_023927_0932_XI_86S057W",-87.02,305.01
1320521,0.955,"P13_006005_0947_XN_85S015W",-86.61,0.15
1501105,0.955,"D14_032523_0954_XN_84S045W",-84.65,312.74
1040529,0.955,"P13_006123_0953_XN_84S001W",-85.82,10.16
1042259,0.955,"P13_006176_0935_XN_86S350W",-86.14,5.94
487591,0.955,"P13_006167_0931_XN_86S092W",-87.14,266.54
1042238,0.955,"P13_006176_0935_XN_86S350W",-86.92,22.75
487585,0.955,"P13_006167_0931_XN_86S092W",-87.31,273.22
487638,0.955,"P13_006167_0931_XN_86S092W",-87.08,272.64
1043511,0.955,"D14_032682_0925_XN_87S066W",-87.22,294.65
1040818,0.955,"D14_032510_0963_XN_83S054W",-83.67,305.30
1040022,0.955,"G14_023833_0926_XN_87S017W",-87.60,343.89
1042248,0.955,"P13_006176_0935_XN_86S350W",-86.58,13.80
487508,0.955,"P13_006229_0951_XN_84S014W",-86.37,4.07
1320530,0.955,"P13_006005_0947_XN_85S015W",-86.23,353.80
487332,0.955,"P13_006229_0951_XN_84S014W",-86.55,4.19
487246,0.955,"P13_006229_0951_XN_84S014W",-86.56,2.71
1501114,0.955,"D14_032523_0954_XN_84S045W",-84.72,313.98
1040525,0.955,"P13_006123_0953_XN_84S001W",-85.99,12.47
1042994,0.955,"G14_023728_0958_XI_84S057W",-84.40,303.27
1042972,0.955,"G14_023728_0958_XI_84S057W",-84.49,302.95
1044385,0.955,"D14_032666_0916_XN_88S350W",-88.42,7.69
487341,0.955,"P13_006229_0951_XN_84S014W",-86.17,357.94
487410,0.955,"P13_006229_0951_XN_84S014W",-86.82,12.49
1040054,0.954,"G14_023833_0926_XN_87S017W",-87.47,347.65
1040808,0.954,"D14_032510_0963_XN_83S054W",-83.64,304.52
487629,0.954,"P13_006167_0931_XN_86S092W",-86.90,263.93
1320724,0.954,"P13_006005_0947_XN_85S015W",-86.49,2.98
1042168,0.954,"P13_006176_0935_XN_86S350W",-87.09,23.57
1044412,0.954,"D14_032666_0916_XN_88S350W",-88.59,14.87
487607,0.954,"P13_006167_0931_XN_86S092W",-87.12,268.24
1043485,0.954,"D14_032682_0925_XN_87S066W",-87.82,301.88
1320518,0.954,"P13_006005_0947_XN_85S015W",-86.72,2.58
1043480,0.954,"D14_032682_0925_XN_87S066W",-87.35,292.57
1040172,0.954,"P13_006123_0953_XN_84S001W",-86.40,12.77
487652,0.954,"P13_006167_0931_XN_86S092W",-87.09,276.46
1040069,0.954,"G14_023833_0926_XN_87S017W",-87.28,344.06
1319765,0.954,"G15_023927_0932_XI_86S057W",-86.75,301.41
487683,0.954,"P13_006167_0931_XN_86S092W",-86.64,263.21
487592,0.954,"P13_006167_0931_XN_86S092W",-87.11,265.50
1043476,0.954,"D14_032682_0925_XN_87S066W",-87.56,295.28
1040017,0.954,"G14_023833_0926_XN_87S017W",-87.42,336.45
1040538,0.954,"P13_006123_0953_XN_84S001W",-85.39,5.64
1040335,0.954,"P13_006123_0953_XN_84S001W",-86.74,22.65
483871,0.954,"P13_005941_0947_XI_85S065W",-86.48,307.20
487329,0.954,"P13_006229_0951_XN_84S014W",-86.66,6.58
1042282,0.954,"P13_006176_0935_XN_86S350W",-86.53,14.46
1042279,0.954,"P13_006176_0935_XN_86S350W",-86.64,16.94
483821,0.954,"P13_005941_0947_XI_85S065W",-85.72,295.45
1042218,0.954,"P13_006176_0935_XN_86S350W",-86.48,10.01
1040002,0.954,"G14_023794_0952_XN_84S061W",-84.84,300.33
487604,0.954,"P13_006167_0931_XN_86S092W",-87.20,271.50
1040262,0.953,"P13_006123_0953_XN_84S001W",-86.22,11.57
1319729,0.953,"G15_023927_0932_XI_86S057W",-87.01,302.37
487594,0.953,"P13_006167_0931_XN_86S092W",-87.05,263.50
1320559,0.953,"P13_006005_0947_XN_85S015W",-84.81,340.28
1040169,0.953,"P13_006123_0953_XN_84S001W",-86.52,14.87
1319768,0.953,"G15_023927_0932_XI_86S057W",-86.65,298.76
1040005,0.953,"G14_023794_0952_XN_84S061W",-84.68,299.46
487167,0.953,"P13_006229_0951_XN_84S014W",-86.26,356.48
1043478,0.953,"D14_032682_0925_XN_87S066W",-87.45,293.87
487149,0.953,"P13_006229_0951_XN_84S014W",-86.98,10.49
1320595,0.953,"P13_006005_0947_XN_85S015W",-86.31,356.49
1040351,0.953,"P13_006123_0953_XN_84S001W",-86.08,11.07
1042214,0.953,"P13_006176_0935_XN_86S350W",-86.63,13.10
1320424,0.953,"P13_006005_0947_XN_85S015W",-84.82,338.69
1042144,0.953,"P13_006176_0935_XN_86S350W",-86.81,13.33
1320480,0.953,"P13_006005_0947_XN_85S015W",-85.41,343.76
487596,0.953,"P13_006167_0931_XN_86S092W",-86.98,261.59
487506,0.953,"P13_006229_0951_XN_84S014W",-86.44,5.57
1042189,0.953,"P13_006176_0935_XN_86S350W",-86.31,5.79
487608,0.953,"P13_006167_0931_XN_86S092W",-87.09,267.20
487499,0.952,"P13_006229_0951_XN_84S014W",-86.70,11.31
487679,0.952,"P13_006167_0931_XN_86S092W",-86.77,266.78
1319755,0.952,"G15_023927_0932_XI_86S057W",-86.77,299.87
1319783,0.952,"G15_023927_0932_XI_86S057W",-86.76,306.28
1320721,0.952,"P13_006005_0947_XN_85S015W",-86.60,5.42
1042110,0.952,"P13_006176_0935_XN_86S350W",-86.86,12.59
1320381,0.952,"P13_006005_0947_XN_85S015W",-86.86,1.99
1040532,0.952,"P13_006123_0953_XN_84S001W",-85.68,8.55
1040263,0.952,"P13_006123_0953_XN_84S001W",-86.17,10.95
1043434,0.952,"D14_032682_0925_XN_87S066W",-87.50,288.64
1319758,0.952,"G15_023927_0932_XI_86S057W",-86.96,308.21
1042240,0.952,"P13_006176_0935_XN_86S350W",-86.86,20.81
1320463,0.952,"P13_006005_0947_XN_85S015W",-86.23,352.44
1042210,0.952,"P13_006176_0935_XN_86S350W",-86.78,16.49
1040271,0.952,"P13_006123_0953_XN_84S001W",-85.80,6.47
1040003,0.952,"G14_023794_0952_XN_84S061W",-84.79,300.03
1320549,0.952,"P13_006005_0947_XN_85S015W",-85.32,344.02
1070700,0.952,"D14_032790_0933_XN_86S110W",-86.86,249.94
1320616,0.951,"P13_006005_0947_XN_85S015W",-85.34,345.11
487667,0.951,"P13_006167_0931_XN_86S092W",-86.66,261.71
1319776,0.951,"G15_023927_0932_XI_86S057W",-86.69,302.02
1320422,0.951,"P13_006005_0947_XN_85S015W",-84.92,339.35
1042164,0.951,"P13_006176_0935_XN_86S350W",-85.95,359.71
1042103,0.951,"P13_006176_0935_XN_86S350W",-87.11,19.15
1043451,0.951,"D14_032682_0925_XN_87S066W",-87.36,289.06
1043461,0.951,"D14_032682_0925_XN_87S066W",-87.60,293.75
483999,0.951,"P13_005941_0947_XI_85S065W",-86.67,315.01
1039993,0.951,"G14_023794_0952_XN_84S061W",-84.76,299.09
487676,0.951,"P13_006167_0931_XN_86S092W",-86.86,269.63
1320661,0.951,"P13_006005_0947_XN_85S015W",-86.35,358.57
1040086,0.951,"P13_006123_0953_XN_84S001W",-86.40,11.35
1320657,0.951,"P13_006005_0947_XN_85S015W",-86.51,1.54
1319732,0.951,"G15_023927_0932_XI_86S057W",-86.91,299.47
1320395,0.951,"P13_006005_0947_XN_85S015W",-86.27,351.70
1043458,0.951,"D14_032682_0925_XN_87S066W",-87.75,296.03
1319780,0.950,"G15_023927_0932_XI_86S057W",-86.84,309.22
1320586,0.950,"P13_006005_0947_XN_85S015W",-86.67,3.27
1320726,0.950,"P13_006005_0947_XN_85S015W",-86.42,1.44
1320451,0.950,"P13_006005_0947_XN_85S015W",-86.74,1.03
487255,0.950,"P13_006229_0951_XN_84S014W",-86.17,356.60
1320492,0.950,"P13_006005_0947_XN_85S015W",-84.79,339.32
1042274,0.950,"P13_006176_0935_XN_86S350W",-86.80,21.41
1042246,0.950,"P13_006176_0935_XN_86S350W",-86.65,15.44
1491846,0.950,"G14_023835_0906_XN_89S050W",-89.20,312.65
1043022,0.950,"G14_023728_0958_XI_84S057W",-84.16,302.75
1491821,0.950,"G14_023835_0906_XN_89S050W",-89.39,325.87
1320664,0.950,"P13_006005_0947_XN_85S015W",-86.23,356.51
1070694,0.950,"D14_032790_0933_XN_86S110W",-86.91,249.22
1039944,0.950,"G14_023794_0952_XN_84S061W",-85.15,297.74
1043460,0.950,"D14_032682_0925_XN_87S066W",-87.65,294.47
1043048,0.950,"G14_023728_0958_XI_84S057W",-84.02,302.78
483901,0.950,"P13_005941_0947_XI_85S065W",-85.09,290.83
1501129,0.950,"D14_032523_0954_XN_84S045W",-84.48,313.35
1320524,0.950,"P13_006005_0947_XN_85S015W",-86.49,357.88
1044356,0.950,"D14_032666_0916_XN_88S350W",-88.29,2.59
1042813,0.950,"G14_023728_0958_XI_84S057W",-84.49,301.44
1319762,0.950,"G15_023927_0932_XI_86S057W",-86.84,304.21
1040817,0.950,"D14_032510_0963_XN_83S054W",-83.72,305.54
1044397,0.950,"D14_032666_0916_XN_88S350W",-88.26,5.10
1320421,0.950,"P13_006005_0947_XN_85S015W",-84.98,339.69
1040259,0.950,"P13_006123_0953_XN_84S001W",-86.35,13.52
1320448,0.950,"P13_006005_0947_XN_85S015W",-86.85,3.59
483903,0.950,"P13_005941_0947_XI_85S065W",-84.99,290.07
1320591,0.950,"P13_006005_0947_XN_85S015W",-86.48,359.33
1320391,0.950,"P13_006005_0947_XN_85S015W",-86.45,354.29
484072,0.950,"P13_005941_0947_XI_85S065W",-86.44,311.48
1042154,0.950,"P13_006176_0935_XN_86S350W",-86.40,5.71
1320593,0.950,"P13_006005_0947_XN_85S015W",-86.40,357.88
1319736,0.950,"G15_023927_0932_XI_86S057W",-87.07,307.10
487664,0.950,"P13_006167_0931_XN_86S092W",-86.76,264.33
1040250,0.950,"P13_006123_0953_XN_84S001W",-86.72,20.26
1044347,0.950,"D14_032666_0916_XN_88S350W",-88.40,4.12
1042211,0.950,"P13_006176_0935_XN_86S350W",-86.74,15.62
1040798,0.950,"D14_032510_0963_XN_83S054W",-83.61,303.75
1320447,0.950,"P13_006005_0947_XN_85S015W",-86.89,4.48
1320449,0.950,"P13_006005_0947_XN_85S015W",-86.81,2.71
1320479,0.950,"P13_006005_0947_XN_85S015W",-85.46,344.18
1040176,0.950,"P13_006123_0953_XN_84S001W",-86.22,10.21
1501126,0.949,"D14_032523_0954_XN_84S045W",-84.64,314.28
1040175,0.949,"P13_006123_0953_XN_84S001W",-86.26,10.83
1320732,0.949,"P13_006005_0947_XN_85S015W",-86.18,357.19
1070713,0.949,"D14_032790_0933_XN_86S110W",-86.71,250.44
487248,0.949,"P13_006229_0951_XN_84S014W",-86.47,1.24
1040783,0.949,"D14_032510_0963_XN_83S054W",-83.86,304.12
1320727,0.949,"P13_006005_0947_XN_85S015W",-86.38,0.69
483959,0.949,"P13_005941_0947_XI_85S065W",-85.55,295.82
1492663,0.949,"D14_032656_0959_XI_84S078W",-84.30,283.03
1320598,0.949,"P13_006005_0947_XN_85S015W",-86.19,354.51
1320382,0.949,"P13_006005_0947_XN_85S015W",-86.83,1.13
1514590,0.949,"D14_032511_0959_XI_84S078W",-84.30,283.08
1040267,0.949,"P13_006123_0953_XN_84S001W",-85.99,8.61
1320467,0.949,"P13_006005_0947_XN_85S015W",-86.05,350.08
1040443,0.949,"P13_006123_0953_XN_84S001W",-85.81,8.93
1042242,0.949,"P13_006176_0935_XN_86S350W",-86.79,18.95
1492674,0.949,"D14_032656_0959_XI_84S078W",-84.27,283.60
1044509,0.949,"D14_032666_0916_XN_88S350W",-88.50,19.88
1320587,0.949,"P13_006005_0947_XN_85S015W",-86.64,2.45
484002,0.949,"P13_005941_0947_XI_85S065W",-86.57,312.46
1042190,0.949,"P13_006176_0935_XN_86S350W",-86.27,5.14
1040346,0.949,"P13_006123_0953_XN_84S001W",-86.30,14.25
483872,0.949,"P13_005941_0947_XI_85S065W",-86.44,306.46
483838,0.949,"P13_005941_0947_XI_85S065W",-84.86,288.37
1070695,0.949,"D14_032790_0933_XN_86S110W",-86.87,248.33
1044457,0.949,"D14_032666_0916_XN_88S350W",-88.55,17.45
1040248,0.949,"P13_006123_0953_XN_84S001W",-86.79,21.95
1039994,0.949,"G14_023794_0952_XN_84S061W",-84.71,298.81
1042263,0.949,"P13_006176_0935_XN_86S350W",-85.96,3.52
1040019,0.948,"G14_023833_0926_XN_87S017W",-87.70,347.56
1043514,0.948,"D14_032682_0925_XN_87S066W",-87.07,292.84
1040810,0.948,"D14_032510_0963_XN_83S054W",-83.53,304.07
487655,0.948,"P13_006167_0931_XN_86S092W",-87.02,273.18
483902,0.948,"P13_005941_0947_XI_85S065W",-85.04,290.45
483801,0.948,"P13_005941_0947_XI_85S065W",-86.61,308.05
483933,0.948,"P13_005941_0947_XI_85S065W",-86.66,312.66
484141,0.947,"P13_005941_0947_XI_85S065W",-86.36,311.32
1044368,0.947,"D14_032666_0916_XN_88S350W",-88.69,13.40
484015,0.947,"P13_005941_0947_XI_85S065W",-86.05,303.09
484167,0.947,"P13_005941_0947_XI_85S065W",-85.23,295.86
1320515,0.947,"P13_006005_0947_XN_85S015W",-86.83,5.18
1320523,0.947,"P13_006005_0947_XN_85S015W",-86.53,358.62
484146,0.946,"P13_005941_0947_XI_85S065W",-86.16,307.68
483885,0.945,"P13_005941_0947_XI_85S065W",-85.87,298.22
1491840,0.945,"G14_023835_0906_XN_89S050W",-89.20,338.90
1043450,0.945,"D14_032682_0925_XN_87S066W",-87.42,289.62
484087,0.945,"P13_005941_0947_XI_85S065W",-85.83,301.35
484093,0.943,"P13_005941_0947_XI_85S065W",-85.56,298.11
483817,0.943,"P13_005941_0947_XI_85S065W",-85.91,297.54
1042287,0.942,"P13_006176_0935_XN_86S350W",-86.34,10.67
1491792,0.942,"G14_023835_0906_XN_89S050W",-89.58,290.78
1043047,0.942,"G14_023728_0958_XI_84S057W",-84.07,303.05
483831,0.941,"P13_005941_0947_XI_85S065W",-85.23,290.98
483823,0.941,"P13_005941_0947_XI_85S065W",-85.62,294.48
1040066,0.940,"G14_023833_0926_XN_87S017W",-87.38,347.29
483875,0.940,"P13_005941_0947_XI_85S065W",-86.32,304.34
484003,0.940,"P13_005941_0947_XI_85S065W",-86.53,311.65
483813,0.940,"P13_005941_0947_XI_85S065W",-86.10,299.81
484077,0.939,"P13_005941_0947_XI_85S065W",-86.25,307.75
484163,0.939,"P13_005941_0947_XI_85S065W",-85.42,297.74
483996,0.938,"P13_005941_0947_XI_85S065W",-86.77,317.72
484043,0.938,"P13_005941_0947_XI_85S065W",-84.71,289.85
484006,0.938,"P13_005941_0947_XI_85S065W",-86.42,309.30
1039952,0.937,"G14_023794_0952_XN_84S061W",-84.70,295.62
483964,0.937,"P13_005941_0947_XI_85S065W",-85.30,293.53
484110,0.936,"P13_005941_0947_XI_85S065W",-84.73,290.80
484112,0.936,"P13_005941_0947_XI_85S065W",-84.62,290.09
1040820,0.936,"D14_032510_0963_XN_83S054W",-83.56,304.83
483939,0.934,"P13_005941_0947_XI_85S065W",-86.43,307.88
483825,0.934,"P13_005941_0947_XI_85S065W",-85.53,293.55
484088,0.933,"P13_005941_0947_XI_85S065W",-85.79,300.79
483881,0.933,"P13_005941_0947_XI_85S065W",-86.05,300.51
487680,0.933,"P13_006167_0931_XN_86S092W",-86.74,265.86
1320468,0.932,"P13_006005_0947_XN_85S015W",-86.00,349.52
1042236,0.932,"P13_006176_0935_XN_86S350W",-86.97,24.76
1044519,0.932,"D14_032666_0916_XN_88S350W",-88.40,17.19
487666,0.931,"P13_006167_0931_XN_86S092W",-86.69,262.57
487415,0.931,"P13_006229_0951_XN_84S014W",-86.65,8.09
484083,0.931,"P13_005941_0947_XI_85S065W",-86.01,303.75
1491820,0.931,"G14_023835_0906_XN_89S050W",-89.39,331.53
1043498,0.930,"D14_032682_0925_XN_87S066W",-87.15,292.13
484042,0.930,"P13_005941_0947_XI_85S065W",-84.76,290.20
1043505,0.929,"D14_032682_0925_XN_87S066W",-87.53,298.92
1040011,0.929,"G14_023833_0926_XN_87S017W",-87.65,342.94
1040049,0.929,"G14_023833_0926_XN_87S017W",-87.31,340.31
483866,0.929,"P13_005941_0947_XI_85S065W",-86.67,311.16
484014,0.928,"P13_005941_0947_XI_85S065W",-86.10,303.72
1043437,0.927,"D14_032682_0925_XN_87S066W",-87.34,287.04
483936,0.927,"P13_005941_0947_XI_85S065W",-86.55,310.19
1319777,0.927,"G15_023927_0932_XI_86S057W",-86.66,301.12
1039950,0.927,"G14_023794_0952_XN_84S061W",-84.81,296.11
484144,0.927,"P13_005941_0947_XI_85S065W",-86.24,309.09
1491828,0.926,"G14_023835_0906_XN_89S050W",-89.26,290.92
